Name,xMLBAMID,Team,Season,IP,G,GS,W,L,SO,BB,HBP,ERA,WHIP,HR,R,ER,H,SV,HLD,QS,K/BB,BS,TBF
"<a href=""statss.aspx?playerid=6797&position=P"">Julio Teheran</a>",527054,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=25&rost=0&age=0"">NYM</a>",2024,2.2,1,1,0,0,3,2,0,13.500003218651585,3.000000715255908,1,4,4,6,0,0,0,1.5,0,16
"<a href=""statss.aspx?playerid=23899&position=P"">Valente Bellozo</a>",678368,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=20&rost=0&age=0"">MIA</a>",2024,68.2,13,13,3,4,44,21,2,3.669903048539506,1.3106796601926807,15,31,28,69,0,0,2,2.0952381,0,295
"<a href=""statss.aspx?playerid=31967&position=P"">Drew Thorpe</a>",689672,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=4&rost=0&age=0"">CHW</a>",2024,44.1,9,9,3,3,25,21,1,5.4812031647303066,1.263157930966655,8,29,27,35,0,0,5,1.19047619,0,190
"<a href=""statss.aspx?playerid=19574&position=P"">JoJo Romero</a>",668941,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=28&rost=0&age=0"">STL</a>",2024,59,65,0,7,3,51,16,5,3.355933071313133,1.1525426709560254,8,23,22,52,1,30,0,3.1875,8,243
"<a href=""statss.aspx?playerid=17186&position=P"">Dinelson Lamet</a>",659275,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=22&rost=0&age=0"">LAD</a>",2024,4.1,3,0,0,0,3,2,0,2.076923229285257,0.9230769907934475,1,2,1,2,1,0,0,1.5,0,18
"<a href=""statss.aspx?playerid=18297&position=P"">Tyler Kinley</a>",641755,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=19&rost=0&age=0"">COL</a>",2024,64,67,0,6,1,72,33,2,6.187500737607567,1.468750175088665,11,44,44,61,12,14,0,2.18181818,1,285
"<a href=""statss.aspx?playerid=16507&position=P"">Dan Altavilla</a>",656186,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=7&rost=0&age=0"">KCR</a>",2024,3.2,5,1,0,1,5,3,1,14.727279231078285,2.181819145344931,1,6,6,5,0,0,0,1.66666667,0,21
"<a href=""statss.aspx?playerid=24581&position=P"">Lyon Richardson</a>",680689,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=18&rost=0&age=0"">CIN</a>",2024,0.2,1,0,0,0,1,1,0,27.000028163224034,4.500004693870673,1,2,2,2,0,0,0,1,0,5
"<a href=""statss.aspx?playerid=29946&position=P"">Grant Hartwig</a>",701643,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=25&rost=0&age=0"">NYM</a>",2024,6.2,4,0,0,0,4,4,2,6.750000643730225,1.5000001430511611,1,6,5,6,0,0,0,1,0,31
"<a href=""statss.aspx?playerid=26058&position=P"">Easton Lucas</a>",687922,- - -,2024,11.2,8,0,1,0,10,9,1,10.800001471383432,2.228571732190232,1,15,14,17,0,1,0,1.11111111,0,61
"<a href=""statss.aspx?playerid=19374&position=P"">Walker Buehler</a>",621111,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=22&rost=0&age=0"">LAD</a>",2024,75.1,16,16,1,6,64,28,5,5.376106557667593,1.55309744999286,16,52,45,89,0,0,3,2.28571429,0,344
"<a href=""statss.aspx?playerid=26443&position=P"">Sam Aldegheri</a>",691951,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=1&rost=0&age=0"">LAA</a>",2024,13,3,3,1,2,10,10,2,4.846153846153846,1.9230769230769231,2,12,7,15,0,0,1,1,0,67
"<a href=""statss.aspx?playerid=20515&position=P"">Kyle Nelson</a>",669459,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=15&rost=0&age=0"">ARI</a>",2024,10.2,11,0,0,0,8,4,0,4.218751383014476,1.1250003688038606,2,5,5,8,0,2,0,2,1,42
"<a href=""statss.aspx?playerid=19409&position=P"">Dane Dunning</a>",641540,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=13&rost=0&age=0"">TEX</a>",2024,95,26,15,5,7,91,40,6,5.305263370926038,1.4421053210652128,18,60,56,97,0,0,2,2.275,0,421
"<a href=""statss.aspx?playerid=24993&position=P"">Kody Funderburk</a>",681892,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=8&rost=0&age=0"">MIN</a>",2024,34.2,27,0,1,0,32,15,5,6.490385805714278,1.6153849116444425,4,26,25,41,1,5,0,2.13333333,0,161
"<a href=""statss.aspx?playerid=21324&position=P"">Parker Mushinski</a>",656786,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=21&rost=0&age=0"">HOU</a>",2024,11,10,0,0,0,3,5,1,6.545455680405995,1.4545457067568877,1,10,8,11,0,1,0,0.6,0,50
"<a href=""statss.aspx?playerid=23488&position=P"">Ron Marinaccio</a>",676760,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=9&rost=0&age=0"">NYY</a>",2024,23.1,16,0,1,0,25,10,3,3.857143067340473,1.2000000653948137,4,11,10,18,0,1,0,2.5,1,99
"<a href=""statss.aspx?playerid=30074&position=P"">Chase Silseth</a>",681217,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=1&rost=0&age=0"">LAA</a>",2024,8,2,2,0,1,12,4,0,6.75,1.5,3,7,6,8,0,0,0,3,0,38
"<a href=""statss.aspx?playerid=22872&position=P"">Yoendrys Gomez</a>",672782,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=9&rost=0&age=0"">NYY</a>",2024,11.1,5,0,0,0,10,7,1,3.97058868078217,1.588235472312868,2,5,5,11,0,0,0,1.42857143,0,54
"<a href=""statss.aspx?playerid=22187&position=P"">Ryan Miller</a>",668943,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=1&rost=0&age=0"">LAA</a>",2024,13,13,0,0,1,11,8,0,4.1538467632949185,1.6153848523924685,2,7,6,13,0,1,0,1.375,1,58
"<a href=""statss.aspx?playerid=4806&position=P"">Rich Hill</a>",448179,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=3&rost=0&age=0"">BOS</a>",2024,3.2,4,0,0,1,5,3,1,4.90909303712543,1.0909095638056512,1,2,2,1,0,0,0,1.66666667,0,15
"<a href=""statss.aspx?playerid=17793&position=P"">Trey Wingenter</a>",622259,- - -,2024,8.1,7,0,0,0,6,4,0,9.720000370788588,2.040000077819827,2,9,9,13,0,0,0,1.5,0,42
"<a href=""statss.aspx?playerid=30094&position=P"">Jordan Wicks</a>",696136,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=17&rost=0&age=0"">CHC</a>",2024,46,11,10,2,4,42,20,2,5.478261210291979,1.63043488401547,9,31,28,55,0,0,1,2.1,0,212
"<a href=""statss.aspx?playerid=11752&position=P"">Luke Jackson</a>",592426,- - -,2024,53,52,0,4,3,59,26,2,5.094340355976084,1.4716983250597575,7,33,30,52,0,3,0,2.26923077,3,235
"<a href=""statss.aspx?playerid=11487&position=P"">Joely Rodriguez</a>",570257,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=3&rost=0&age=0"">BOS</a>",2024,13.2,14,0,0,1,12,2,1,5.926830784754372,1.5365857590103928,3,13,9,19,0,4,0,6,1,64
"<a href=""statss.aspx?playerid=12272&position=P"">Aaron Brooks</a>",605156,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=10&rost=0&age=0"">OAK</a>",2024,26.2,5,4,0,2,12,8,1,5.062500120699409,1.5375000366568574,4,19,15,33,0,0,2,1.5,0,119
"<a href=""statss.aspx?playerid=8779&position=P"">Wade Miley</a>",489119,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=23&rost=0&age=0"">MIL</a>",2024,7,2,2,0,1,2,4,1,6.428571428571429,1.4285714285714286,1,5,5,6,0,0,0,0.5,0,30
"<a href=""statss.aspx?playerid=26203&position=P"">Andrew Saalfrank</a>",685314,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=15&rost=0&age=0"">ARI</a>",2024,1,2,0,0,0,0,4,0,36.00003862385125,6.000006437308542,0,4,4,2,0,0,0,0,0,8
"<a href=""statss.aspx?playerid=20276&position=P"">Deivi Garcia</a>",665620,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=4&rost=0&age=0"">CHW</a>",2024,14,14,0,1,2,15,11,0,7.0714304982404705,1.9285719540655828,2,16,11,16,1,0,0,1.36363636,1,68
"<a href=""statss.aspx?playerid=16074&position=P"">Nick Burdi</a>",595897,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=9&rost=0&age=0"">NYY</a>",2024,9.2,12,0,1,0,12,9,2,1.8620698228039418,1.4482765288475103,1,2,2,5,0,3,0,1.33333333,0,45
"<a href=""statss.aspx?playerid=5097&position=OF"">Anthony Gose</a>",543238,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=5&rost=0&age=0"">CLE</a>",2024,4.1,3,0,0,0,4,1,0,10.384616146426286,2.3076924769836187,2,5,5,9,0,0,0,4,0,22
"<a href=""statss.aspx?playerid=19249&position=P"">Seranthony Dominguez</a>",622554,- - -,2024,58.2,63,0,3,4,68,21,2,4.44886426313612,1.2443183571223633,12,32,29,52,11,6,0,3.23809524,2,255
"<a href=""statss.aspx?playerid=26190&position=P"">Blair Henley</a>",668874,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=21&rost=0&age=0"">HOU</a>",2024,0.1,1,1,0,0,0,3,1,135.00014081612017,21.000021904729802,0,5,5,4,0,0,0,0,0,9
"<a href=""statss.aspx?playerid=27783&position=P"">Zach Brzykcy</a>",694350,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=24&rost=0&age=0"">WSN</a>",2024,5.2,6,0,0,0,4,3,0,14.294119250815813,2.1176472964171573,2,9,9,9,0,0,0,1.33333333,0,28
"<a href=""statss.aspx?playerid=12808&position=P"">Mike Clevinger</a>",605182,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=4&rost=0&age=0"">CHW</a>",2024,16,4,4,0,3,15,9,0,6.7500008046628,1.937500230968026,4,13,12,22,0,0,0,1.66666667,0,78
"<a href=""statss.aspx?playerid=15488&position=P"">Antonio Senzatela</a>",622608,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=19&rost=0&age=0"">COL</a>",2024,12.1,3,3,0,1,7,8,0,6.567567736846505,1.8648649129317236,3,10,9,15,0,0,0,0.875,0,54
"<a href=""statss.aspx?playerid=21997&position=P"">Luis Frias</a>",666818,- - -,2024,9.2,11,0,0,1,12,7,0,13.965519537682292,2.689655614664738,2,16,15,19,0,0,0,1.71428571,1,53
"<a href=""statss.aspx?playerid=15042&position=P"">Tim Mayza</a>",641835,- - -,2024,42.2,50,0,0,2,28,15,1,6.328126508742931,1.6171878855676378,5,34,30,54,0,8,0,1.86666667,1,195
"<a href=""statss.aspx?playerid=23631&position=P"">Clayton Andrews</a>",677076,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=9&rost=0&age=0"">NYY</a>",2024,0.1,1,0,0,0,1,0,1,27.000028163224034,3.0000031292471148,1,1,1,1,0,0,0,1,0,3
"<a href=""statss.aspx?playerid=29823&position=P"">Ky Bush</a>",681066,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=4&rost=0&age=0"">CHW</a>",2024,17.2,4,4,0,3,11,16,1,5.6037737865726465,2.0377359223900533,2,11,11,20,0,0,1,0.6875,0,87
"<a href=""statss.aspx?playerid=20018&position=P"">Parker Dunshee</a>",670161,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=16&rost=0&age=0"">ATL</a>",2024,2.1,1,0,0,0,3,2,1,19.2857169131847,2.57142892175796,2,5,5,4,0,0,0,1.5,0,14
"<a href=""statss.aspx?playerid=19281&position=P"">Nick Hernandez</a>",663321,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=21&rost=0&age=0"">HOU</a>",2024,8,5,0,0,0,10,1,0,7.875000938773267,1.3750001639127927,4,7,7,10,0,0,0,10,0,34
"<a href=""statss.aspx?playerid=24728&position=P"">Mike Burrows</a>",681347,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=27&rost=0&age=0"">PIT</a>",2024,3.1,1,0,1,0,2,3,0,2.70000025749209,1.5000001430511611,1,2,1,2,0,0,0,0.66666667,0,14
"<a href=""statss.aspx?playerid=21290&position=P"">Lucas Gilbreath</a>",656458,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=19&rost=0&age=0"">COL</a>",2024,1,3,0,0,0,0,1,1,54.00005793577688,8.000008583078056,1,6,6,7,0,0,0,0,0,12
"<a href=""statss.aspx?playerid=31533&position=P"">Victor Mederos</a>",682989,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=1&rost=0&age=0"">LAA</a>",2024,5.1,4,0,0,1,5,6,0,11.812500704079909,2.4375001452863305,1,7,7,7,0,0,0,0.83333333,1,27
"<a href=""statss.aspx?playerid=27626&position=P"">Eric Orze</a>",679358,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=25&rost=0&age=0"">NYM</a>",2024,1.2,2,0,0,1,1,2,1,21.600008239749236,3.0000011444096164,1,4,4,3,0,0,0,0.5,0,11
"<a href=""statss.aspx?playerid=16318&position=P"">Ricardo Pinto</a>",620982,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=26&rost=0&age=0"">PHI</a>",2024,10.2,6,0,0,0,8,5,2,10.968750653788486,2.2500001341104587,2,14,13,19,1,0,0,1.6,0,59
"<a href=""statss.aspx?playerid=19835&position=P"">Gerson Garabito</a>",642520,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=13&rost=0&age=0"">TEX</a>",2024,26.1,18,2,0,2,22,12,4,4.7848110507648425,1.3291141807680118,4,15,14,23,0,0,0,1.83333333,1,115
"<a href=""statss.aspx?playerid=25481&position=P"">Joe La Sorsa</a>",686747,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=24&rost=0&age=0"">WSN</a>",2024,17.2,16,0,0,0,14,5,1,4.584906815379438,1.245283332572193,4,9,9,17,0,0,0,2.8,0,74
"<a href=""statss.aspx?playerid=25098&position=P"">Jacob Lopez</a>",682052,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=12&rost=0&age=0"">TBR</a>",2024,10.1,4,1,0,0,8,7,2,5.225806612377985,1.161290358306219,2,7,6,5,0,0,0,1.14285714,0,46
"<a href=""statss.aspx?playerid=12718&position=P"">Adrian Houser</a>",605288,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=25&rost=0&age=0"">NYM</a>",2024,69.1,23,7,1,5,45,32,4,5.841346582364785,1.5288462660016475,8,48,45,74,1,1,0,1.40625,0,309
"<a href=""statss.aspx?playerid=30250&position=P"">Jaden Hill</a>",677955,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=19&rost=0&age=0"">COL</a>",2024,10.2,9,0,0,0,6,4,2,5.062500301748532,1.1250000670552294,2,7,6,8,0,1,0,1.5,0,45
"<a href=""statss.aspx?playerid=26020&position=P"">Seth Johnson</a>",686751,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=26&rost=0&age=0"">PHI</a>",2024,2.1,1,1,0,1,0,3,0,34.71429044373246,4.71428635655626,1,9,9,8,0,0,0,0,0,18
"<a href=""statss.aspx?playerid=18067&position=C"">Garrett Stubbs</a>",596117,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=26&rost=0&age=0"">PHI</a>",2024,4,4,0,0,0,0,2,0,15.75,2,2,7,7,6,0,0,0,0,0,19
"<a href=""statss.aspx?playerid=8110&position=P"">Bryan Shaw</a>",543766,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=4&rost=0&age=0"">CHW</a>",2024,4,5,0,0,1,4,4,0,9.00000429153647,3.0000014305121567,1,5,4,8,0,0,0,1,1,24
"<a href=""statss.aspx?playerid=16135&position=P"">Brandon Leibrandt</a>",605335,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=18&rost=0&age=0"">CIN</a>",2024,6.1,2,0,0,0,5,2,0,9.94736892034475,2.052631681975901,3,7,7,11,0,0,0,2.5,0,32
"<a href=""statss.aspx?playerid=16929&position=P"">Touki Toussaint</a>",657053,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=4&rost=0&age=0"">CHW</a>",2024,23,11,0,1,2,26,18,1,7.434783841802156,2.3043482082778612,3,19,19,35,0,1,0,1.44444444,0,117
"<a href=""statss.aspx?playerid=25928&position=P"">Darius Vines</a>",670241,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=16&rost=0&age=0"">ATL</a>",2024,13.2,4,2,0,1,9,4,1,8.560976008018681,1.8292683777817693,4,14,13,21,0,0,0,2.25,0,66
"<a href=""statss.aspx?playerid=21045&position=P"">Seth Martinez</a>",661527,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=21&rost=0&age=0"">HOU</a>",2024,52.2,44,0,3,2,36,18,4,3.588608028147254,1.2721520523061696,7,24,21,49,1,3,0,2,0,222
"<a href=""statss.aspx?playerid=20536&position=2B/OF"">Vidal Brujan</a>",660644,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=20&rost=0&age=0"">MIA</a>",2024,1.2,2,0,0,0,1,3,1,43.20001647949847,6.000002288819233,2,8,8,7,0,0,0,0.33333333,0,16
"<a href=""statss.aspx?playerid=10197&position=P"">Shelby Miller</a>",571946,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=6&rost=0&age=0"">DET</a>",2024,55.2,51,0,6,8,49,13,5,4.526946935038663,0.970060057508285,9,31,28,41,2,5,0,3.76923077,7,225
"<a href=""statss.aspx?playerid=13276&position=P"">Matt Carasiti</a>",571539,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=19&rost=0&age=0"">COL</a>",2024,8.2,7,0,0,1,7,3,1,10.384618431859657,2.1923083356148165,2,10,10,16,0,2,0,2.33333333,0,43
"<a href=""statss.aspx?playerid=16981&position=P"">Tyler Beede</a>",595881,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=5&rost=0&age=0"">CLE</a>",2024,14,13,0,1,0,18,9,3,8.357143426428074,1.7857144073564262,2,14,13,16,0,2,0,2,0,68
"<a href=""statss.aspx?playerid=15684&position=P"">Miguel Castro</a>",612434,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=15&rost=0&age=0"">ARI</a>",2024,13.2,11,0,0,0,8,3,1,5.926830371173835,1.6829271424320764,3,9,9,20,0,1,0,2.66666667,0,64
"<a href=""statss.aspx?playerid=24282&position=P"">Kai-Wei Teng</a>",678906,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=30&rost=0&age=0"">SFG</a>",2024,11,4,0,0,0,7,8,1,9.818182669395332,2.090909272186043,2,12,12,15,0,0,0,0.875,0,55
"<a href=""statss.aspx?playerid=16401&position=P"">Yonny Chirinos</a>",630023,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=20&rost=0&age=0"">MIA</a>",2024,30,6,6,0,2,25,13,3,6.3,1.8666666666666667,7,21,21,43,0,0,0,1.92307692,0,144
"<a href=""statss.aspx?playerid=25463&position=P"">Brandon Williamson</a>",682227,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=18&rost=0&age=0"">CIN</a>",2024,14.1,4,3,0,0,12,5,2,3.7674421946895684,1.0465117207471024,4,7,6,10,0,0,0,2.4,0,59
"<a href=""statss.aspx?playerid=16128&position=P"">John Curtiss</a>",595928,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=19&rost=0&age=0"">COL</a>",2024,2.1,3,0,0,0,1,0,0,15.428573530547759,2.57142892175796,2,4,4,6,0,0,0,1,0,12
"<a href=""statss.aspx?playerid=31827&position=P"">Zebby Matthews</a>",805673,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=8&rost=0&age=0"">MIN</a>",2024,37.2,9,9,1,4,43,11,2,6.690265938430782,1.6460178102488432,11,31,28,51,0,0,0,3.90909091,0,177
"<a href=""statss.aspx?playerid=21241&position=P"">Jonathan Bermudez</a>",642834,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=20&rost=0&age=0"">MIA</a>",2024,6.2,3,1,0,1,4,2,2,8.10000077247627,1.9500001859665095,2,6,6,11,0,0,0,2,0,33
"<a href=""statss.aspx?playerid=20348&position=P"">Riley O'Brien</a>",676617,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=28&rost=0&age=0"">STL</a>",2024,8,8,0,0,0,11,8,1,11.250002682209654,2.6250006258489194,2,10,10,13,0,0,0,1.375,1,46
"<a href=""statss.aspx?playerid=20827&position=P"">Michael Petersen</a>",656848,- - -,2024,19.2,16,0,3,1,14,11,1,5.949153311668436,1.6271188544734185,3,14,13,21,0,1,0,1.27272727,1,90
"<a href=""statss.aspx?playerid=19569&position=P"">David Bednar</a>",670280,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=27&rost=0&age=0"">PIT</a>",2024,57.2,62,0,3,8,58,28,3,5.7745671106423515,1.4219654746927113,9,40,37,54,23,3,0,2.07142857,7,262
"<a href=""statss.aspx?playerid=22284&position=P"">Matt Sauer</a>",669422,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=7&rost=0&age=0"">KCR</a>",2024,16.1,14,0,0,0,9,11,1,7.714286314850345,2.081632815118347,3,14,14,23,0,0,0,0.81818182,0,84
"<a href=""statss.aspx?playerid=22318&position=P"">Jose Hernandez</a>",669796,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=27&rost=0&age=0"">PIT</a>",2024,5.1,7,0,1,1,4,4,0,3.3750014081603203,1.6875007040801602,1,2,2,5,1,1,0,1,0,25
"<a href=""statss.aspx?playerid=10058&position=P"">Tyler Matzek</a>",554431,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=16&rost=0&age=0"">ATL</a>",2024,10,11,0,0,0,10,3,0,9.900001888275506,1.9000003623963093,3,11,11,16,0,2,0,3.33333333,0,48
"<a href=""statss.aspx?playerid=16933&position=P"">Elieser Hernandez</a>",622694,- - -,2024,15.2,9,1,0,1,8,5,0,6.319149577277729,1.212766080487645,5,11,11,14,0,0,1,1.6,0,64
"<a href=""statss.aspx?playerid=16610&position=P"">J.P. Feyereisen</a>",656420,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=22&rost=0&age=0"">LAD</a>",2024,11,10,0,0,1,9,5,1,8.181818891162775,1.4545455806511602,3,10,10,11,1,0,0,1.8,0,48
"<a href=""statss.aspx?playerid=26270&position=P"">Blake Walston</a>",686796,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=15&rost=0&age=0"">ARI</a>",2024,18.1,7,2,1,0,18,10,3,4.41818235444635,1.4181819903161124,4,12,9,16,0,0,0,1.8,0,83
"<a href=""statss.aspx?playerid=23443&position=P"">Tom Cosgrove</a>",676680,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=29&rost=0&age=0"">SDP</a>",2024,14.2,18,0,0,1,15,6,4,11.65909520506032,1.977273455828943,3,19,19,23,0,2,0,2.5,0,76
