Team,ShortName,W,L,GS,G,SV,HLD,BS,IP,TBF,H,R,ER,HR,SO,BB,IBB,HBP,ERA,WHIP,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,GB%,AVG,BABIP,LOB%,FIP,FPTS,FPTS_IP,SPTS,SPTS_IP,WAR,RA9-WAR,InterSD,InterSK,IntraSD,QS,Vol,Skew,Dim,ADP,teamid,League,PlayerName,xMLBAMID,playerids,playerid
SFG,Giants,2.42403,3.08268,1.66131,36.7828,0.367264,3.15577,0,49.6164,210.143,48.3296,24.5395,22.5763,5.54514,44.2011,15.1335,0.640559,2.29563,4.09515,1.27907,8.0177,2.7451,2.92073,1.00584,0.210338,0.0720156,0.1383228376507759,,0.250785,0.29926,0.698809,3.86014,220.39999999999998,4.4079999999999995,221,4.42,0.418333,0.226278,2.29693,-0.404284,0.780589,0.783888,2.29693,0.404284,3.95921,999,30,NL,Keaton Winn,676775,23499,23499
NYM,Mets,3.09546,2.35371,0,54.3625,1.72106,15.6171,1.98936,53.9649,225.022,46.7286,24.4748,22.5168,6.17062,52.7903,17.8071,0.753167,3.4482,3.75524,1.19588,8.80411,2.96978,2.96456,1.02911,0.234601,0.0791351,0.15546592324972153,,0.229324,0.280086,0.716694,3.84677,320.6,5.937037037037038,309,5.722222222222222,0.412444,0.432712,2.20695,2.68113,0.85053,0,2.20695,-2.68113,3.86596,999,25,NL,Brooks Raley,548384,10061,10061
TOR,Blue Jays,2.39911,2.72693,0,50.3479,0,7.77925,0.96778,53.5172,224.743,49.9705,24.4572,22.5006,5.69743,50.4319,16.3801,1.23297,2.65755,3.78394,1.2398,8.48115,2.75464,3.07885,0.958138,0.224398,0.0728836,0.15151438117027283,,0.242922,0.29599,0.717669,3.7016,270.8,5.014814814814815,267,4.944444444444445,0.412324,0.381161,1.39129,-1.64887,0.850793,0,1.39129,1.64887,3.86561,999,14,AL,Tommy Nance,667297,19178,19178
BAL,Orioles,3.77573,3.71319,4.48659,40.8369,0.284837,4.84214,0.309944,68.1771,280.273,62.74,35.2158,32.3985,11.4644,62.0213,17.3418,0.313004,1.79567,4.27689,1.17461,8.18738,2.28927,3.57641,1.5134,0.221289,0.0618746,0.1594143994152546,,0.240259,0.273252,0.700685,4.34384,291.1,4.280882352941177,284,4.176470588235294,0.407586,0.190465,2.42178,0.610032,0.665146,3.28082,2.42178,-0.610032,4.11314,747.8499755859375,2,AL,Tyler Wells,669330,20000,20000
ATL,Braves,3.41068,3.09095,9.2921,9.58129,0,0,0,51.6403,225.618,49.4231,27.5537,25.3494,5.82954,44.685,23.6859,0.482409,2.23549,4.41795,1.41574,7.78781,4.12804,1.88657,1.01599,0.198056,0.104982,0.0930737555027008,,0.247491,0.292218,0.701416,4.37793,195.6,3.7615384615384615,194,3.730769230769231,0.406258,0.469596,1.33337,0.0823458,0.519636,3.54744,1.33337,-0.0823458,4.30715,747.97998046875,16,NL,Hurston Waldrep,694462,33527,33527
TOR,Blue Jays,3.24483,2.21634,0.0879079,47.3558,0.958341,6.96438,1.33995,48.9126,204.975,39.904,22.0542,20.2899,5.78258,54.7786,20.488,1.21712,2.24737,3.73337,1.23469,10.0793,3.76982,2.67369,1.064,0.267245,0.0999535,0.1672913357615471,,0.218965,0.280423,0.733086,3.82662,261.8,5.342857142857143,244,4.979591836734694,0.404479,0.322571,1.68183,1.63968,0.782934,0,1.68183,-1.63968,3.95609,999,14,AL,Braydon Fisher,680755,24609,24609
,,3.29943,3.88809,10.7043,11.3322,0,0,0,56.6206,250.444,54.7875,33.2303,30.5719,8.19716,57.8452,26.3157,0.494449,4.57456,4.85949,1.4324,9.19466,4.18295,2.19813,1.30296,0.230971,0.105076,0.12589481472969055,,0.249541,0.303499,0.68756,4.61063,203.39999999999998,3.5684210526315785,204,3.5789473684210527,0.402861,0.254283,1.16338,0.318686,0.31003,2.4693,1.16338,-0.318686,4.58663,999,-1,,Charlie Morton,450203,4676,4676
NYM,Mets,3.20786,3.07083,4.20519,39.7211,0,5.17596,0.451761,63.3172,267.264,61.9322,30.6334,28.1827,8.43962,54.2991,18.5997,0.369679,2.47846,4.00593,1.27188,7.71815,2.64379,2.91935,1.19962,0.203167,0.0695932,0.13357360661029816,,0.251568,0.291598,0.726151,4.15147,271.6000000000001,4.311111111111113,276,4.380952380952381,0.402235,0.421337,2.22776,-0.591675,0.631,0.951219,2.22776,0.591675,4.15867,999,25,NL,Tobias Myers,668964,22191,22191
CHW,White Sox,2.87857,3.40934,1.80964,56.8273,0.389874,6.86651,0,71.5554,307.78,65.572,34.3324,31.5858,7.67529,68.5061,30.3641,1.77917,3.61735,3.97276,1.34072,8.61647,3.81909,2.25616,0.965372,0.222582,0.0986552,0.12392649799585342,,0.23949,0.292975,0.723127,4.03948,326.80000000000007,4.53888888888889,320,4.444444444444445,0.401988,0.481855,1.65219,-0.349491,0.509882,0.714639,1.65219,0.349491,4.32016,999,4,AL,Sean Newcomb,656794,16943,16943
PIT,Pirates,3.57477,3.27352,0,61.9245,23.7337,4.98391,3.24098,64.6324,271.669,59.192,30.7477,28.2879,6.84603,59.8593,22.0853,0.801382,3.07017,3.93906,1.25753,8.33536,3.07536,2.71037,0.953303,0.22034,0.0812951,0.13904447853565216,,0.240117,0.291122,0.704807,3.82745,426.5,6.561538461538461,419,6.446153846153846,0.400731,0.398225,2.11837,0.132478,1.67971,0,2.11837,-0.132478,2.76038,148.33999633789062,27,NL,Dennis Santana,642701,17878,17878
LAA,Angels,3.85086,6.08239,15.0244,17.9961,0,0.18045,0,85.981,375.188,87.0435,50.4129,46.3798,13.9088,66.7336,34.7158,1.06341,3.22369,4.85478,1.41612,6.98529,3.63385,1.92228,1.4559,0.177867,0.0925291,0.08533807098865509,,0.258099,0.285008,0.697513,5.00957,258,3,268,3.116279069767442,0.399862,0.328692,2.52718,1.58671,0.456562,4.65733,2.52718,-1.58671,4.39125,999,1,AL,Tyler Anderson,542881,12880,12880
LAD,Dodgers,2.3387,1.28471,0,36.5582,0.117107,2.84814,1.04879,37.81,156.191,34.1655,15.9835,14.7048,3.15071,31.7562,10.5018,0.814459,1.49628,3.50022,1.18136,7.55901,2.49977,3.02389,0.74997,0.203317,0.067237,0.1360800638794899,,0.236943,0.283796,0.712529,3.49062,195.9,5.155263157894737,191,5.026315789473684,0.394329,0.396469,1.531,-1.30258,1.11665,0,1.531,1.30258,3.51113,999,22,NL,Brusdar Graterol,660813,20367,20367
DET,Tigers,2.90364,2.53547,0.0801531,41.1086,0.147547,6.07176,0.853576,48.6434,204.987,44.5568,21.3848,19.6741,4.50429,43.8108,15.3825,1.29386,3.49591,3.64009,1.23222,8.10587,2.84606,2.8481,0.833383,0.213724,0.0750409,0.13868331164121628,,0.239412,0.290669,0.718853,3.7019,242.10000000000002,4.940816326530613,238,4.857142857142857,0.393538,0.44641,1.48542,0.694993,0.91417,0,1.48542,-0.694993,3.78111,999,6,AL,Brant Hurter,676428,30133,30133
SDP,Padres,4.13828,6.66884,17.5595,20.6349,0,0.285029,0,96.4877,422.178,106.002,60.5933,55.7458,15.9163,71.3971,34.7429,0.855036,3.34668,5.19975,1.45868,6.65965,3.24068,2.05501,1.48461,0.169116,0.0822943,0.08682164549827576,,0.275982,0.303547,0.6766,4.98393,266.0000000000001,2.7708333333333344,300,3.125,0.392214,-0.121127,4.16322,-0.185087,0.891949,4.87685,4.16322,0.185087,3.81073,747.8599853515625,29,NL,Germán Márquez,608566,15038,15038
LAD,Dodgers,2.44151,1.82974,0.0818623,45.5274,0.460915,10.012,2.0567,48.1778,200.31,42.3203,22.5175,20.7161,5.71295,47.1176,16.4975,1.67695,1.29504,3.86994,1.22085,8.80196,3.08186,2.85605,1.06723,0.235223,0.0823596,0.1528637483716011,,0.23187,0.282275,0.714297,3.82862,255.20000000000005,5.316666666666667,245,5.104166666666667,0.389936,0.213071,2.18474,0.90963,0.878558,0,2.18474,-0.90963,3.82859,999,22,NL,Jack Dreyer,676263,30249,30249
HOU,Astros,2.87928,1.59008,0,42.7628,0.942653,5.96194,1.68822,45.6041,188.248,38.4408,19.9989,18.399,5.44461,49.2577,15.6288,0.672183,1.47045,3.63105,1.18563,9.72104,3.08436,3.15172,1.0745,0.261664,0.0830227,0.1786411926150322,,0.224605,0.283359,0.733537,3.65181,256.1,5.567391304347827,241,5.239130434782608,0.388519,0.371873,3.14259,1.71715,0.927006,0,3.14259,-1.71715,3.76399,999,21,AL,Bennett Sousa,656986,21345,21345
DET,Tigers,4.01873,4.29953,0,58.9535,5.79827,13.3391,5.16585,60.9441,255.597,55.6378,28.6611,26.3682,6.91044,57.5247,20.903,1.71831,1.71843,3.89396,1.25592,8.49504,3.08687,2.75199,1.02051,0.22506,0.0817808,0.14327918738126755,,0.238813,0.289113,0.716052,3.83496,348.70000000000005,5.716393442622952,343,5.622950819672131,0.386649,0.258893,1.33455,2.32556,0.730059,0,1.33455,-2.32556,4.02659,641.3800048828125,6,AL,Kyle Finnegan,640448,15009,15009
BOS,Red Sox,4.10392,3.54002,0,55.4862,1.61988,11.7369,3.43853,59.8586,250.927,55.0611,28.8504,26.5424,7.10531,55.7261,19.5196,1.59011,2.15817,3.99076,1.24595,8.37866,2.93486,2.85488,1.06831,0.222081,0.0777899,0.14429067075252533,,0.24018,0.288164,0.707535,3.90278,318.9,5.3149999999999995,313,5.216666666666667,0.382484,0.318765,1.55946,0.552514,0.627978,0,1.55946,-0.552514,4.1627,999,3,AL,Justin Slaten,686580,25648,25648
MIN,Twins,3.48632,3.1024,0,56.8866,2.6452,13.7567,2.54791,60.777,261.861,56.2812,28.3738,26.1039,5.16825,57.8583,24.9223,1.24582,3.94989,3.86553,1.33609,8.56778,3.69056,2.32154,0.765327,0.22095,0.0951737,0.12577615678310394,,0.241561,0.30073,0.714224,3.76181,344.30000000000007,5.644262295081968,340,5.573770491803279,0.382361,0.377003,3.46384,-3.22837,0.639059,0,3.46384,3.22837,4.14792,747.9000244140625,8,AL,Kody Funderburk,681892,24993,24993
MIN,Twins,2.75629,3.47454,0.120184,58.126,4.17227,13.7562,2.81529,60.9437,259.858,60.5963,29.4378,27.0828,5.76508,50.7164,19.1942,1.75546,3.26347,3.99951,1.30925,7.48966,2.83455,2.64227,0.851372,0.19517,0.0738643,0.12130539119243622,,0.255249,0.303071,0.702079,3.80602,331.0000000000001,5.426229508196723,339,5.557377049180328,0.374784,0.273945,2.32305,1.61529,0.760549,0,2.32305,-1.61529,3.98593,999,8,AL,Justin Topa,623437,15145,15145
,,3.53586,3.65258,10.0322,12.1494,0.00117576,0,0.0222428,56.1677,246.894,59.3204,32.4411,29.8458,7.02791,40.0158,21.7842,0.237793,2.34173,4.78234,1.44397,6.41191,3.49058,1.83692,1.12611,0.162077,0.0882329,0.07384372502565384,,0.266288,0.297582,0.682847,4.62548,182.90000000000006,3.2660714285714296,197,3.517857142857143,0.372377,0.26791,2.37303,-0.859505,0.468951,2.57194,2.37303,0.859505,4.37473,999,-1,,Marcus Stroman,573186,13431,13431
ATL,Braves,2.22239,2.6484,8.72653,8.87274,0,0.0847965,0,46.87,203.847,48.266,25.8773,23.8071,6.2772,36.0286,17.3933,0.228944,1.79557,4.57145,1.40088,6.91822,3.33987,2.0714,1.20535,0.176744,0.0853255,0.0914180651307106,,0.261381,0.294964,0.699511,4.56703,164.2,3.4936170212765956,172,3.6595744680851063,0.372002,0.366592,2.6587,2.18639,0.658885,3.14532,2.6587,-2.18639,4.12149,999,16,NL,Martín Pérez,527048,6902,6902
WSN,Nationals,5.43585,7.20166,17.5429,26.5854,0,0.464845,0,107.127,461.475,110.166,62.9495,57.9136,17.7013,80.6841,35.3634,0.497847,4.20465,4.86544,1.35847,6.77844,2.97095,2.28157,1.48713,0.17484,0.0766312,0.09820832312107086,,0.261115,0.285808,0.683906,4.88495,329.4000000000001,3.078504672897197,346,3.2336448598130842,0.370896,0.33391,1.99284,-0.124637,0.717368,6.40806,1.99284,0.124637,4.04351,999,24,NL,Jake Irvin,663623,21504,21504
NYY,Yankees,2.67743,3.51836,3.0109,45.4906,0.0101037,6.17401,0,61.7274,262.553,61.2133,33.1176,30.4682,8.48127,52.7936,19.3651,0.655971,2.34799,4.44234,1.30539,7.69744,2.82348,2.72623,1.23659,0.201078,0.0737568,0.1273210346698761,,0.254166,0.293665,0.690795,4.26605,268.79999999999995,4.3354838709677415,273,4.403225806451613,0.369438,0.101961,3.26604,-0.361205,0.529541,1.14039,3.26604,0.361205,4.29395,999,9,AL,Paul Blackburn,621112,14739,14739
BAL,Orioles,3.63509,3.32678,0,54.8651,4.62005,16.815,2.69926,56.3809,231.885,51.4673,25.3375,23.3105,7.36071,55.9932,14.6124,1.14948,1.73712,3.72102,1.17202,8.93812,2.33255,3.83191,1.17498,0.24147,0.0630155,0.1784542202949524,,0.238788,0.289828,0.730478,3.71603,349.70000000000005,6.244642857142858,343,6.125,0.363719,0.361336,1.41241,0.0564366,0.863639,0,1.41241,-0.0564366,3.84848,744.5800170898438,2,AL,Andrew Kittredge,552640,12828,12828
DET,Tigers,1.70339,1.99487,3.06083,21.6547,0,2.53337,0,36.6818,152.246,34.2343,18.3487,16.8808,4.96364,33.1948,9.73166,0.245299,1.53566,4.14176,1.19858,8.14446,2.3877,3.41101,1.21785,0.218035,0.0639208,0.15411373227834702,,0.242834,0.284679,0.692043,4.00586,165.9,4.4837837837837835,162,4.378378378378378,0.360327,0.277955,1.69527,-0.0782966,1.024,0.905921,1.69527,0.0782966,3.63466,999,6,AL,Sawyer Gipson-Long,687830,26048,26048
TOR,Blue Jays,2.75349,2.49323,0,51.9362,0.351448,15.6897,2.49905,51.3504,222.069,43.1812,22.0716,20.3058,4.16267,54.9255,27.3339,1.66716,2.12392,3.55893,1.37321,9.62658,4.79071,2.00943,0.729575,0.247335,0.123087,0.12424793839454651,,0.224189,0.292224,0.748887,3.77071,303.40000000000003,5.949019607843138,290,5.686274509803922,0.359693,0.429749,2.48297,-2.46081,0.789546,0,2.48297,2.46081,3.94727,747.9199829101562,14,AL,Brendon Little,663893,21574,21574
MIL,Brewers,3.45626,2.52993,0.179216,56.9604,0.0241324,12.0265,2.33816,58.8383,248.219,54.8619,26.4158,24.3026,6.10994,54.4465,19.6098,0.903325,2.52737,3.71736,1.2657,8.32822,2.99955,2.77649,0.934586,0.219349,0.0790022,0.14034676551818848,,0.242664,0.294529,0.729027,3.76309,306.8,5.2,304,5.1525423728813555,0.356543,0.506542,2.62819,-0.879913,0.732827,0,2.62819,0.879913,4.0229,999,23,NL,Angel Zerpa,672582,22717,22717
BOS,Red Sox,2.33695,1.93134,0.10578,50.1072,0.558838,9.97934,2.70416,48.0371,201.652,42.9281,21.9342,20.1795,5.63658,46.6407,17.3642,0.60729,1.57164,3.78073,1.25512,8.73836,3.25328,2.68602,1.05604,0.231293,0.0861098,0.14518292248249054,,0.234944,0.285892,0.732009,3.90125,251.60000000000002,5.241666666666667,244,5.083333333333333,0.356041,0.374705,1.26663,0.428209,0.877597,0,1.26663,-0.428209,3.82987,999,3,AL,Danny Coulombe,543056,13293,13293
PHI,Phillies,3.75882,3.5735,0.422281,56.7356,4.47211,17.2641,2.44178,64.5859,273.837,58.5428,29.6735,27.2996,7.16613,59.8882,24.0939,0.665336,3.25591,3.80418,1.27948,8.34539,3.35747,2.48562,0.998595,0.2187,0.0879861,0.1307138353586197,,0.237508,0.286327,0.729479,3.99341,368.5,5.6692307692307695,361,5.553846153846154,0.350271,0.490694,2.32077,1.37662,0.691019,0.308793,2.32077,-1.37662,4.07864,744.6500244140625,26,NL,Brad Keller,641745,15734,15734
COL,Rockies,2.79639,4.86553,8.5329,25.5725,0,0.74292,0,64.2983,280.139,75.1137,41.9353,38.5805,12.2106,47.8981,15.9216,0.67057,1.99554,5.40021,1.41583,6.70442,2.22858,3.00838,1.70915,0.17098,0.0568345,0.11414532735943794,,0.286451,0.311227,0.664048,4.95001,177,2.765625,210,3.28125,0.349934,0.153183,3.42023,-1.1947,0.518016,2.92159,3.42023,1.1947,4.30931,999,19,NL,Tanner Gordon,685299,27669,27669
SFG,Giants,2.31026,2.13024,0.0874193,50.509,0.348747,6.0374,1.01396,52.7822,224.689,51.2884,25.1531,23.1409,5.44956,45.517,17.6477,1.39872,2.15666,3.94579,1.30605,7.76119,3.00915,2.5792,0.929215,0.202578,0.0785428,0.12403485178947449,,0.250328,0.297813,0.714163,3.87825,254.10000000000005,4.794339622641511,256,4.830188679245283,0.34973,0.275934,1.94731,-2.11694,0.78293,0,1.94731,2.11694,3.95609,999,30,NL,Matt Gage,657424,17381,17381
MIN,Twins,2.68017,3.27722,0,56.3576,15.7192,9.36407,4.02454,56.8909,243.454,51.2013,27.7261,25.508,6.73264,58.3328,23.5617,1.42462,3.18514,4.0353,1.31415,9.2281,3.7274,2.47575,1.06509,0.239605,0.0967806,0.14282388985157013,,0.236269,0.293247,0.719909,4.03333,354.0999999999999,6.212280701754384,345,6.052631578947368,0.348844,0.163314,1.56961,-1.3064,1.27775,0,1.56961,1.3064,3.29634,412.75,8,AL,Taylor Rogers,573124,13449,13449
TOR,Blue Jays,2.56085,2.8211,0,51.4524,4.27303,12.5076,4.03119,52.8249,219.328,43.7143,24.1661,22.2328,6.56991,58.0458,19.2704,1.67572,2.62235,3.7879,1.19233,9.8895,3.28318,3.01217,1.11934,0.264653,0.0878613,0.17679211497306824,,0.221411,0.279661,0.721712,3.79762,313.70000000000005,5.9188679245283025,296,5.584905660377358,0.347374,0.327551,1.54162,-0.848188,0.893266,0,1.54162,0.848188,3.80898,999,14,AL,Yimi García,554340,12095,12095
,,2.86863,2.33501,3.33011,36.5055,0.480295,9.16687,1.88278,47.9071,203.972,44.9582,23.7902,21.887,6.3521,44.4024,17.1239,0.206153,2.48013,4.11177,1.29588,8.34159,3.21695,2.59301,1.19333,0.217689,0.0839521,0.13373663276433945,,0.24385,0.288939,0.719919,4.23277,231.40000000000003,4.820833333333334,229,4.770833333333333,0.347249,0.257499,2.22917,-0.760389,0.733985,0.226412,2.22917,0.760389,4.02135,999,-1,,Luis Garcia,677651,23735,23735
SFG,Giants,3.35539,3.06461,0.381364,58.4776,2.20742,13.6874,2.34768,58.2431,251.955,48.3925,25.0006,23.0006,5.16375,62.6089,31.1799,2.61994,2.65838,3.55416,1.36621,9.67462,4.81807,2.00799,0.797927,0.248493,0.123752,0.12474051862955093,,0.221866,0.287533,0.754346,3.88073,332.90000000000003,5.739655172413793,315,5.431034482758621,0.342582,0.545128,1.8103,-1.03061,0.735762,0,1.8103,1.03061,4.01898,999,30,NL,Erik Miller,669062,26252,26252
NYM,Mets,3.79654,3.751,0.207965,58.6244,5.22947,18.4881,2.69712,65.624,271.511,57.4361,31.0765,28.5904,9.35037,70.5091,20.8241,1.15628,2.39705,3.92103,1.19256,9.66997,2.85593,3.38593,1.28236,0.259691,0.0766971,0.18299394100904465,,0.231326,0.285492,0.724013,3.9001,399.50000000000006,6.053030303030304,383,5.803030303030303,0.341954,0.357238,1.21128,-1.9835,0.686389,0.129821,1.21128,1.9835,4.08481,735.4299926757812,25,NL,Luke Weaver,596133,16918,16918
LAD,Dodgers,2.89986,2.73129,3.75367,29.0765,0.0712382,2.86895,0,53.0656,224.644,50.6529,27.4867,25.2878,7.1758,48.143,17.6707,0.662454,1.89919,4.28884,1.28753,8.16512,2.99697,2.72446,1.21702,0.214308,0.0786608,0.13564760237932205,,0.246998,0.290321,0.700732,4.18495,221.50000000000003,4.179245283018869,222,4.188679245283019,0.335562,0.306519,1.16865,-0.645017,0.644223,1.0818,1.16865,0.645017,4.14104,683.7899780273438,22,NL,Justin Wrobleski,680736,31204,31204
ATH,Athletics,4.17225,4.59122,0,62.412,7.09206,15.3379,3.93048,62.1798,266.61,57.642,31.1634,28.6703,8.22322,66.7668,23.9196,1.02204,4.0709,4.14979,1.31171,9.66394,3.46216,2.79131,1.19024,0.250428,0.0897173,0.1607111319899559,,0.241564,0.302016,0.71947,4.05729,354.59999999999997,5.719354838709677,351,5.661290322580645,0.335127,0.142806,3.00095,-3.11398,0.635573,0,3.00095,3.11398,4.15257,722.3300170898438,10,AL,Mark Leiter Jr.,643410,15551,15551
CHW,White Sox,3.91551,6.78412,13.8103,29.7365,0.0262681,0.547303,0,95.2263,415.604,100.357,56.9189,52.3654,15.2688,71.7503,33.7121,1.0312,4.4271,4.94914,1.4079,6.78124,3.18619,2.12832,1.44308,0.172641,0.0811158,0.0915248692035675,,0.26587,0.292956,0.684606,4.91418,292.5,3.0789473684210527,314,3.305263157894737,0.328993,0.0423631,2.26256,-0.157862,0.610592,4.13665,2.26256,0.157862,4.18588,999,4,AL,Jonathan Cannon,686563,31730,31730
ATH,Athletics,2.1956,2.4008,6.86065,6.86065,0,0,0,36.7454,157.794,36.1987,19.7177,18.1403,5.37004,31.7311,13.1932,0.274472,1.4733,4.44308,1.34416,7.77187,3.23139,2.40512,1.31528,0.201092,0.08361,0.11748192459344864,,0.252912,0.290763,0.708656,4.50531,140.70000000000002,3.802702702702703,142,3.8378378378378377,0.328079,0.304026,0.553498,0.342554,0.826785,2.41672,0.553498,-0.342554,3.89762,999,10,AL,Gage Jump,695611,sa3034986,sa3034986
CLE,Guardians,2.42992,2.77989,0,57.124,1.88875,17.4856,1.12641,58.7748,252.789,45.8912,26.5804,24.454,6.17306,70.0756,32.754,0.781769,3.10876,3.74456,1.33808,10.7305,5.01552,2.13945,0.945261,0.27721,0.129571,0.14763927459716797,,0.211553,0.282335,0.743752,3.94649,353.20000000000005,5.986440677966103,327,5.5423728813559325,0.327679,0.318511,2.06585,0.667631,0.692096,0,2.06585,-0.667631,4.07721,999,5,AL,Erik Sabrowski,681870,24978,24978
SEA,Mariners,3.36646,2.54974,0,59.0684,0.797234,11.2715,1.15164,62.7123,259.141,53.0628,28.2958,26.0321,7.68374,63.5855,21.1209,1.10388,2.46495,3.73594,1.18292,9.12532,3.03112,3.01054,1.10271,0.24537,0.0815035,0.16386642307043076,,0.225267,0.276219,0.723482,3.82839,338.00000000000006,5.365079365079366,319,5.063492063492063,0.327618,0.259711,0.778247,0.140677,0.775041,0,0.778247,-0.140677,3.96661,999,11,AL,Eduard Bazardo,660825,20997,20997
LAD,Dodgers,3.84728,3.72913,0,53.6347,0.7423,13.9181,3.65444,54.3451,231.35,48.0418,25.7401,23.6809,6.46693,59.0982,22.4557,2.55856,2.70819,3.92174,1.29722,9.78715,3.71885,2.63177,1.07098,0.255449,0.0970638,0.1583854854106903,,0.233002,0.295652,0.728429,3.8963,305,5.648148148148148,296,5.481481481481482,0.327247,0.226864,3.14126,-1.97944,0.584022,0,3.14126,1.97944,4.2213,999,22,NL,Blake Treinen,595014,12572,12572
ARI,Diamondbacks,1.93781,1.77681,0.0540626,29.2258,4.27675,4.55766,1.71555,31.1869,128.777,26.2319,13.2227,12.1649,3.73659,35.7478,10.1202,0.578218,1.6713,3.51057,1.16562,10.3162,2.9205,3.53233,1.07831,0.277594,0.0785865,0.1990073397755623,,0.224231,0.290257,0.743211,3.53448,188.6,6.083870967741936,179,5.774193548387097,0.326453,0.358117,2.18262,-0.629778,1.16221,0,2.18262,0.629778,3.45039,747.8800048828125,15,NL,A.J. Puk,640462,19343,19343
SFG,Giants,2.4745,2.33561,6.0084,13.4555,0,0.593366,0,39.1146,168.987,39.0921,20.7602,19.0994,5.29401,31.3193,14.4916,0.360417,1.57995,4.39464,1.36992,7.20636,3.33441,2.16121,1.21812,0.185335,0.0857555,0.09957994520664215,,0.255645,0.290606,0.710895,4.52587,143.70000000000002,3.684615384615385,148,3.7948717948717947,0.32581,0.253803,1.1069,-1.06313,0.788406,1.81797,1.1069,1.06313,3.94879,999,30,NL,Carson Whisenhunt,687931,31676,31676
ATL,Braves,3.4346,3.09989,0,58.2455,1.76715,12.6857,2.39341,59.2969,250.284,51.6415,29.7063,27.3298,7.57424,62.6977,24.1676,1.55478,2.39482,4.14808,1.27846,9.51615,3.66812,2.59429,1.14961,0.250506,0.0965605,0.15394514054059982,,0.230829,0.287176,0.707042,4.02485,313.00000000000006,5.305084745762713,301,5.101694915254237,0.321249,0.132692,1.16923,-0.502946,0.538816,0,1.16923,0.502946,4.28158,999,16,NL,Tyler Kinley,641755,18297,18297
CIN,Reds,3.96776,4.63716,9.7072,31.1651,0,0.901433,0,77.841,336.545,77.0996,44.3775,40.8273,13.171,66.2408,29.1284,0.340491,3.79957,4.72047,1.36468,7.65877,3.36783,2.2741,1.52284,0.196826,0.0865513,0.11027466505765915,,0.253937,0.285134,0.704539,4.90188,254.10000000000008,3.2576923076923086,258,3.3076923076923075,0.319754,0.47547,3.20181,-1.34815,0.277827,4.01908,3.20181,1.34815,4.62956,999,18,NL,Brandon Williamson,682227,25463,25463
CHC,Cubs,2.97733,2.50015,0,59.1116,0.177916,13.1835,1.59938,60.3141,254.37,58.4036,28.3636,26.0945,6.445,51.1024,17.851,1.50995,2.6015,3.89379,1.26429,7.62544,2.6637,2.86273,0.961715,0.200898,0.0701771,0.13072089105844498,,0.249676,0.294599,0.712329,3.84703,310.4,5.173333333333333,313,5.216666666666667,0.318668,0.343413,1.93862,-2.35802,0.727807,0,1.93862,2.35802,4.02959,999,17,NL,Hoby Milner,571948,13346,13346
NYM,Mets,1.88241,1.74715,2.79856,22.2201,0,0.71512,0,34.3044,141.994,30.9712,16.6202,15.2906,4.65983,32.7992,9.64476,0.439102,1.55254,4.01159,1.18399,8.60509,2.53037,3.40073,1.22254,0.230989,0.0679236,0.1630658134818077,,0.236788,0.281893,0.703849,3.96801,143.50000000000003,4.220588235294119,139,4.088235294117647,0.317019,0.228313,1.82995,-0.600346,1.049,1.36836,1.82995,0.600346,3.60133,999,25,NL,Christian Scott,681035,30107,30107
