Team,ShortName,W,L,GS,G,SV,HLD,BS,IP,TBF,H,R,ER,HR,SO,BB,IBB,HBP,ERA,WHIP,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,GB%,AVG,BABIP,LOB%,FIP,FPTS,FPTS_IP,SPTS,SPTS_IP,WAR,RA9-WAR,QS,ra_talent_sd,chance_ra_se,total_ra_se,q10,q20,q30,q40,q50,q60,q70,q80,q90,tt_q10,tt_q20,tt_q30,tt_q40,tt_q50,tt_q60,tt_q70,tt_q80,tt_q90,ADP,teamid,League,PlayerName,xMLBAMID,playerids,playerid
BOS,Red Sox,0.0276,0.094,0.1679,0.2109,0,0,,1,4.939,1.2082,0.8445,0.80017,0.186667,0.4597,0.8072,0.0056,0.0501,7.20153,2.0154,4.1373,7.2648,0.569499,1.68,0.0930755,0.163434,-0.07035838067531586,0.404013,0.296004,0.297361,0.667534,7.2143,1.8000000000000003,1.8000000000000003,2,2,-0.000381896,-0.00121267,0.0228,,,,,,,,,,,,,,,,,,,,,,999,3,AL,Christopher Cordero,829935,sa3068486,sa3068486
LAA,Angels,0.0269,0.0957,0.1754,0.1754,0,0,,1,4.943,1.2039,0.8467,0.80265,0.187556,0.4742,0.8127,0.0045,0.0524,7.22385,2.0166,4.2678,7.3143,0.583487,1.688,0.0959336,0.164414,-0.06848067045211792,0.4,0.295226,0.297512,0.666981,7.22026,1.8000000000000003,1.8000000000000003,2,2,-0.000381896,-0.00121267,0.0232,,,,,,,,,,,,,,,,,,,,,,999,1,AL,Fabian Soto,820898,sa3023829,sa3023829
NYM,Mets,0.0288,0.0932,0.1716,0.1936,0,0,,1,4.976,1.1998,0.8283,0.78305,0.170444,0.4346,0.8642,0.0052,0.0491,7.04745,2.064,3.9114,7.7778,0.502893,1.534,0.0873392,0.173674,-0.08633441478013992,0.414002,0.295321,0.297703,0.676956,7.22161,1.8000000000000003,1.8000000000000003,2,2,-0.000381896,-0.00121267,0.0261,,,,,,,,,,,,,,,,,,,,,,999,25,NL,Luis Sotillo,809328,sa3021804,sa3021804
MIL,Brewers,0.0276,0.0934,0.1632,0.2332,0,0,,1,4.939,1.2234,0.8484,0.8038,0.186444,0.4369,0.7954,0.0064,0.0501,7.2342,2.0188,3.9321,7.1586,0.549283,1.678,0.0884592,0.161045,-0.07258554548025131,0.409009,0.298864,0.298821,0.665841,7.22161,1.8000000000000003,1.8000000000000003,2,2,-0.000381896,-0.00121267,0.0217,,,,,,,,,,,,,,,,,,,,,,999,23,NL,Jose Arias,829417,sa3068338,sa3068338
,,0.0266,0.096,0.1754,0.1754,0,0,,1,4.933,1.2287,0.8498,0.8052,0.188111,0.4292,0.7814,0.0045,0.0525,7.2468,2.0101,3.8628,7.0326,0.549271,1.693,0.0870059,0.158403,-0.07139671593904495,0.408996,0.299749,0.298866,0.664264,7.22388,1.8000000000000003,1.8000000000000003,2,2,-0.000381896,-0.00121267,0.0228,,,,,,,,,,,,,,,,,,,,,,999,-1,,Jose De La Rosa,821825,sa3024590,sa3024590
SEA,Mariners,0.0279,0.0925,0.1595,0.2505,0,0,,1,4.94,1.2017,0.8451,0.80139,0.188889,0.476,0.8128,0.0069,0.049,7.21251,2.0145,4.284,7.3152,0.58563,1.7,0.0963563,0.164534,-0.06817813217639923,0.39499,0.294664,0.296724,0.668207,7.22409,1.8000000000000003,1.8000000000000003,2,2,-0.000381896,-0.00121267,0.0215,,,,,,,,,,,,,,,,,,,,,,999,11,AL,Mathias Sato,823852,sa3023699,sa3023699
,,0.0288,0.0896,0.1461,0.3131,0,0,,1,4.942,1.2106,0.8449,0.80077,0.186444,0.4549,0.8047,0.0089,0.0541,7.20693,2.0153,4.0941,7.2423,0.565304,1.678,0.0920478,0.162829,-0.07078105956315994,0.402988,0.296483,0.297559,0.667169,7.22551,1.8000000000000003,1.8000000000000003,2,2,-0.000381896,-0.00121267,0.0202,,,,,,,,,,,,,,,,,,,,,,999,-1,,Stijn Van Der Schaaf,806780,sa3021736,sa3021736
,,0.0284,0.0911,0.1525,0.2835,0,0,,1,4.947,1.2099,0.8452,0.80084,0.184889,0.4542,0.8058,0.0079,0.0603,7.20756,2.0157,4.0878,7.2522,0.563663,1.664,0.0918132,0.162887,-0.07107338309288025,0.406991,0.296479,0.297812,0.666247,7.22859,1.8000000000000003,1.8000000000000003,2,2,-0.000381896,-0.00121267,0.0208,,,,,,,,,,,,,,,,,,,,,,999,-1,,Joshawn Lampson,808068,sa3021512,sa3021512
,,0.0295,0.0872,0.133,0.375,0,0,,1,4.947,1.2056,0.8454,0.80162,0.187,0.4675,0.8114,0.0109,0.0565,7.21458,2.017,4.2075,7.3026,0.576165,1.683,0.0945017,0.164019,-0.06951688230037689,0.397994,0.295555,0.297436,0.667502,7.23484,1.8000000000000003,1.8000000000000003,2,2,-0.000381896,-0.00121267,0.0184,,,,,,,,,,,,,,,,,,,,,,999,-1,,Jesus Mejia,827767,sa3024941,sa3024941
TEX,Rangers,0.0274,0.0952,0.1754,0.1754,0,0,,1,4.946,1.1767,0.841,0.79756,0.188111,0.5093,0.8435,0.0045,0.0478,7.17804,2.0202,4.5837,7.5915,0.603794,1.693,0.102972,0.170542,-0.06756975501775742,0.389993,0.290206,0.29446,0.671203,7.23588,3.8000000000000003,3.8000000000000003,4,4,-0.000381896,-0.00121267,0.0241,,,,,,,,,,,,,,,,,,,,,,999,13,AL,Johander Rubio,808385,sa3022027,sa3022027
MIL,Brewers,0.029,0.0889,0.1414,0.3354,0,0,,1,4.919,1.2256,0.8468,0.80345,0.194333,0.4307,0.7671,0.0096,0.0472,7.23105,1.9927,3.8763,6.9039,0.561465,1.749,0.0875584,0.155946,-0.06838786602020264,0.391997,0.298585,0.296369,0.665976,7.24297,1.8000000000000003,1.8000000000000003,2,2,-0.000381896,-0.00121267,0.0193,,,,,,,,,,,,,,,,,,,,,,999,23,NL,Carlos Galindo,829902,sa3068361,sa3068361
ATH,Athletics,0.0302,0.0842,0.117,0.45,0,0,,1,4.963,1.213,0.845,0.79996,0.180444,0.4411,0.8276,0.0132,0.0555,7.19964,2.0406,3.9699,7.4484,0.532987,1.624,0.0888777,0.166754,-0.07787629216909409,0.414995,0.297311,0.298568,0.668688,7.24801,1.8000000000000003,1.8000000000000003,2,2,-0.000381896,-0.00121267,0.0162,,,,,,,,,,,,,,,,,,,,,,999,10,AL,Paul Chacon,807953,sa3021499,sa3021499
,,0.0275,0.0943,0.1688,0.2068,0,0,,1,4.936,1.209,0.845,0.8008,0.188556,0.4471,0.7988,0.0055,0.0533,7.2072,2.0078,4.0239,7.1892,0.559715,1.697,0.0905794,0.161831,-0.0712520182132721,0.401993,0.296041,0.295932,0.666811,7.24846,1.8000000000000003,1.8000000000000003,2,2,-0.000381896,-0.00121267,0.0227,,,,,,,,,,,,,,,,,,,,,,999,-1,,Emannoel Madeira,806892,sa3021737,sa3021737
BAL,Orioles,0.0264,0.0963,0.1754,0.1754,0,0,,1,4.958,1.219,0.8522,0.80697,0.183111,0.4418,0.8267,0.0045,0.0469,7.26273,2.0457,3.9762,7.4403,0.534414,1.648,0.0891085,0.166741,-0.0776321068406105,0.415998,0.298453,0.299434,0.667004,7.25278,1.8000000000000003,1.8000000000000003,2,2,-0.000381896,-0.00121267,0.0224,,,,,,,,,,,,,,,,,,,,,,999,2,AL,Emmanuel Pena,830015,sa3068124,sa3068124
MIL,Brewers,0.0291,0.0878,0.1349,0.3659,0,0,,1,4.957,1.2037,0.849,0.80525,0.187667,0.4766,0.8247,0.0106,0.0526,7.24725,2.0284,4.2894,7.4223,0.577907,1.689,0.0961469,0.166371,-0.07022392749786377,0.394996,0.295046,0.297483,0.667963,7.2535,1.8000000000000003,1.8000000000000003,2,2,-0.000381896,-0.00121267,0.0182,,,,,,,,,,,,,,,,,,,,,,999,23,NL,Lukas Gonzalez,821172,sa3024778,sa3024778
,,0.0292,0.087,0.1307,0.3857,0,0,,1,4.953,1.2252,0.8514,0.80699,0.186444,0.4359,0.8063,0.0112,0.05,7.26291,2.0315,3.9231,7.2567,0.540618,1.678,0.0880073,0.16279,-0.07478295266628265,0.406005,0.29907,0.298978,0.666543,7.25601,1.8000000000000003,1.8000000000000003,2,2,-0.000381896,-0.00121267,0.0176,,,,,,,,,,,,,,,,,,,,,,999,-1,,Jeison Sanchez,805985,sa3019757,sa3019757
,,0.0279,0.0919,0.156,0.267,0,0,,1,4.959,1.2097,0.8485,0.80365,0.182778,0.452,0.8324,0.0074,0.0507,7.23285,2.0421,4.068,7.4916,0.543008,1.645,0.0911474,0.167856,-0.07670901715755463,0.411996,0.296793,0.298427,0.66823,7.25655,1.8000000000000003,1.8000000000000003,2,2,-0.000381896,-0.00121267,0.0208,,,,,,,,,,,,,,,,,,,,,,999,-1,,Dariel Morillo,823871,sa3023700,sa3023700
KCR,Royals,0.0263,0.0963,0.1754,0.1754,0,0,,1,4.916,1.2403,0.853,0.80909,0.195222,0.4083,0.7501,0.0045,0.05,7.28181,1.9904,3.6747,6.7509,0.544327,1.757,0.0830553,0.152583,-0.06952807307243347,0.399004,0.301344,0.297541,0.6624,7.25673,1.8000000000000003,1.8000000000000003,2,2,-0.000381896,-0.00121267,0.0221,,,,,,,,,,,,,,,,,,,,,,999,7,AL,Juan Rivera,821792,sa3024917,sa3024917
,,0.0292,0.0877,0.1349,0.3659,0,0,,1,4.955,1.2091,0.8486,0.8045,0.186444,0.4604,0.8216,0.0106,0.0515,7.2405,2.0307,4.1436,7.3944,0.56037,1.678,0.0929162,0.165812,-0.0728960707783699,0.400998,0.29621,0.297712,0.667975,7.25741,1.8000000000000003,1.8000000000000003,2,2,-0.000381896,-0.00121267,0.0183,,,,,,,,,,,,,,,,,,,,,,999,-1,,Yohandry Gonzalez,821190,sa3024253,sa3024253
,,0.0306,0.0827,0.1096,0.4846,0,0,,1,4.953,1.2067,0.8471,0.80341,0.187778,0.4589,0.8257,0.0143,0.0458,7.23069,2.0324,4.1301,7.4313,0.555771,1.69,0.0926509,0.166707,-0.07405611872673035,0.394991,0.295651,0.296645,0.669846,7.27295,1.8000000000000003,1.8000000000000003,2,2,-0.000381896,-0.00121267,0.0151,,,,,,,,,,,,,,,,,,,,,,999,-1,,Baldemix Cabrera,808002,sa3020994,sa3020994
,,0.0277,0.0923,0.156,0.267,0,0,,1,4.917,1.2268,0.8515,0.80864,0.198778,0.434,0.7594,0.0074,0.048,7.27776,1.9862,3.906,6.8346,0.571504,1.789,0.0882652,0.154444,-0.0661785677075386,0.384021,0.298521,0.295679,0.664379,7.27345,1.8000000000000003,1.8000000000000003,2,2,-0.000381896,-0.00121267,0.0201,,,,,,,,,,,,,,,,,,,,,,999,-1,,Wilson Betemit Jr.,699326,sa3016512,sa3016512
CIN,Reds,0.0305,0.0828,0.1096,0.4846,0,0,,1,4.968,1.2048,0.8488,0.80451,0.184,0.4641,0.8459,0.0143,0.0465,7.24059,2.0507,4.1769,7.6131,0.548646,1.656,0.0934179,0.17027,-0.07685185223817825,0.402007,0.295613,0.297826,0.670292,7.27614,1.8000000000000003,1.8000000000000003,2,2,-0.000381896,-0.00121267,0.0152,,,,,,,,,,,,,,,,,,,,,,999,18,NL,Sergio Villa,807640,sa3024200,sa3024200
ARI,Diamondbacks,0.0283,0.0937,0.1719,0.1919,0,0,,1,4.983,1.2,0.8337,0.78862,0.172889,0.4312,0.87,0.0051,0.0487,7.09758,2.07,3.8808,7.83,0.495632,1.556,0.0865342,0.174594,-0.08805941045284271,0.408988,0.295254,0.296835,0.676329,7.27639,1.8000000000000003,1.8000000000000003,2,2,-0.000381896,-0.00121267,0.0252,,,,,,,,,,,,,,,,,,,,,,999,15,NL,Keivan Vasquez,829713,sa3068607,sa3068607
NYY,Yankees,0.0307,0.0912,0.1719,0.1919,0,0,,1,4.924,1.1758,0.826,0.78304,0.202222,0.5092,0.7985,0.005,0.0476,7.04736,1.9743,4.5828,7.1865,0.637696,1.82,0.103412,0.162165,-0.05875305086374283,0.386608,0.288335,0.289198,0.67899,7.28393,3.8000000000000003,3.8000000000000003,4,4,-0.000381896,-0.00121267,0.0261,,,,,,,,,,,,,,,,,,,,,,999,9,AL,Omar Gonzalez,800439,sa3019380,sa3019380
BOS,Red Sox,0.0271,0.0908,0.1414,0.3354,0,0,,1,4.977,1.2296,0.8766,0.8325,0.186889,0.4643,0.8325,0.0097,0.0502,7.4925,2.0621,4.1787,7.4925,0.557718,1.682,0.0932891,0.167269,-0.07398029416799545,0.401291,0.30032,0.30284,0.658444,7.28419,1.8000000000000003,1.8000000000000003,2,2,-0.000381896,-0.00121267,0.0149,,,,,,,,,,,,,,,,,,,,,,999,3,AL,Merlin Bido,816264,sa3023821,sa3023821
,,0.0278,0.0913,0.1512,0.2892,0,0,,1,4.944,1.2268,0.8532,0.80907,0.190333,0.4274,0.79,0.0082,0.0534,7.28163,2.0168,3.8466,7.11,0.541013,1.713,0.0864482,0.15979,-0.07334142923355103,0.401995,0.299176,0.29759,0.664788,7.28487,1.8000000000000003,1.8000000000000003,2,2,-0.000381896,-0.00121267,0.0196,,,,,,,,,,,,,,,,,,,,,,999,-1,,Langston Burkett,814120,sa3023572,sa3023572
MIN,Twins,0.0244,0.0983,0.1754,0.1754,0,0,,1,5.008,1.2201,0.8711,0.82625,0.178889,0.4716,0.8729,0.0046,0.0496,7.43625,2.093,4.2444,7.8561,0.540268,1.61,0.0941693,0.174301,-0.08013178408145905,0.408366,0.298642,0.303117,0.663155,7.28499,1.8000000000000003,1.8000000000000003,2,2,-0.000381896,-0.00121267,0.0191,,,,,,,,,,,,,,,,,,,,,,999,8,AL,Yoel Roque,821050,sa3023834,sa3023834
SDP,Padres,0.0324,0.0811,0.1114,0.4764,0,0,,1,4.988,1.1673,0.8165,0.77221,0.172778,0.4784,0.9044,0.0142,0.0496,6.94989,2.0717,4.3056,8.1396,0.528969,1.555,0.0959102,0.181315,-0.08540496975183487,0.400926,0.289365,0.293992,0.685972,7.28645,1.8000000000000003,1.8000000000000003,2,2,-0.000381896,-0.00121267,0.0186,,,,,,,,,,,,,,,,,,,,,,999,29,NL,Joseph Herrera,823877,sa3024471,sa3024471
,,0.0271,0.0939,0.1632,0.2332,0,0,,1,4.975,1.2093,0.8522,0.80707,0.181444,0.4492,0.844,0.0064,0.0553,7.26363,2.0533,4.0428,7.596,0.532228,1.633,0.0902915,0.169648,-0.07935678213834763,0.415984,0.29671,0.298357,0.667546,7.29341,1.8000000000000003,1.8000000000000003,2,2,-0.000381896,-0.00121267,0.0209,,,,,,,,,,,,,,,,,,,,,,999,-1,,Rudit Pina,808531,sa3022030,sa3022030
ARI,Diamondbacks,0.0298,0.0887,0.1461,0.3131,0,0,,1,5.023,1.1697,0.8325,0.7875,0.167111,0.4909,0.9382,0.009,0.0534,7.0875,2.1079,4.4181,8.4438,0.523236,1.504,0.0977304,0.186781,-0.08905036747455597,0.407995,0.290147,0.297205,0.680596,7.30058,1.8000000000000003,1.8000000000000003,2,2,-0.000381896,-0.00121267,0.022,,,,,,,,,,,,,,,,,,,,,,999,15,NL,Jose Mejia,821777,sa3024842,sa3024842
ARI,Diamondbacks,0.0268,0.0936,0.1595,0.2505,0,0,,1,4.941,1.2327,0.8597,0.81601,0.195444,0.4269,0.7791,0.0069,0.052,7.34409,2.0118,3.8421,7.0119,0.54794,1.759,0.0863995,0.157681,-0.07128111273050308,0.393007,0.299934,0.297416,0.662821,7.31541,1.8000000000000003,1.8000000000000003,2,2,-0.000381896,-0.00121267,0.0194,,,,,,,,,,,,,,,,,,,,,,999,15,NL,Yaury Jimenez,825146,sa3068331,sa3068331
ARI,Diamondbacks,0.029,0.0872,0.13,0.389,0,0,,1,4.948,1.2204,0.8527,0.80881,0.190889,0.4296,0.8035,0.0112,0.0492,7.27929,2.0239,3.8664,7.2315,0.534661,1.718,0.086823,0.162389,-0.0755658894777298,0.397004,0.298,0.296278,0.666721,7.31559,1.8000000000000003,1.8000000000000003,2,2,-0.000381896,-0.00121267,0.0169,,,,,,,,,,,,,,,,,,,,,,999,15,NL,Jesus Escobar,808127,sa3022013,sa3022013
CLE,Guardians,0.0263,0.0953,0.1679,0.2109,0,0,,1,4.98,1.2286,0.8588,0.81282,0.180222,0.4164,0.8362,0.0057,0.055,7.31538,2.0648,3.7476,7.5258,0.497967,1.622,0.0836145,0.167912,-0.08429719507694244,0.425987,0.300479,0.300207,0.665383,7.31883,1.8000000000000003,1.8000000000000003,2,2,-0.000381896,-0.00121267,0.0207,,,,,,,,,,,,,,,,,,,,,,999,5,AL,Raul Trujillo,821105,sa3024458,sa3024458
COL,Rockies,0.0278,0.0913,0.1498,0.2958,0,0,,1,4.931,1.2166,0.8531,0.81017,0.197667,0.4401,0.7819,0.0083,0.0507,7.29153,1.9985,3.9609,7.0371,0.56286,1.779,0.0892517,0.158568,-0.0693165585398674,0.38302,0.296848,0.294435,0.665247,7.3224,1.8000000000000003,1.8000000000000003,2,2,-0.000381896,-0.00121267,0.0189,,,,,,,,,,,,,,,,,,,,,,999,19,NL,Maximo Gonzalez,820947,sa3024541,sa3024541
DET,Tigers,0.026,0.0957,0.1688,0.2068,0,0,,1,4.993,1.2242,0.8611,0.81518,0.179111,0.4299,0.8509,0.0056,0.0573,7.33662,2.0751,3.8691,7.6581,0.50523,1.612,0.0861005,0.170419,-0.08431804925203323,0.42599,0.299696,0.300677,0.665444,7.32838,1.8000000000000003,1.8000000000000003,2,2,-0.000381896,-0.00121267,0.0204,,,,,,,,,,,,,,,,,,,,,,999,6,AL,Diego Palmero,814134,sa3021573,sa3021573
ATH,Athletics,0.0282,0.089,0.137,0.356,0,0,,1,4.974,1.2179,0.8576,0.81303,0.186222,0.4372,0.8378,0.0103,0.0486,7.31727,2.0557,3.9348,7.5402,0.521843,1.676,0.0878971,0.168436,-0.0805388018488884,0.405995,0.29795,0.297813,0.667469,7.34083,1.8000000000000003,1.8000000000000003,2,2,-0.000381896,-0.00121267,0.0173,,,,,,,,,,,,,,,,,,,,,,999,10,AL,Erick Matos,821760,sa3024094,sa3024094
WSN,Nationals,0.0291,0.0865,0.1253,0.4113,0,0,,1,4.958,1.2103,0.8569,0.81381,0.194111,0.4597,0.8204,0.012,0.0481,7.32429,2.0307,4.1373,7.3836,0.560336,1.747,0.0927188,0.16547,-0.07275111228227615,0.384014,0.295953,0.295774,0.667332,7.34468,1.8000000000000003,1.8000000000000003,2,2,-0.000381896,-0.00121267,0.016,,,,,,,,,,,,,,,,,,,,,,999,24,NL,Enmanuel Carela,821016,sa3024966,sa3024966
PHI,Phillies,0.0259,0.0968,0.1754,0.1754,0,0,,1,4.96,1.2057,0.8582,0.81464,0.192778,0.4634,0.8235,0.0045,0.0539,7.33176,2.0292,4.1706,7.4115,0.56272,1.735,0.0934274,0.166028,-0.07260079681873322,0.391015,0.295327,0.295621,0.665601,7.34665,1.8000000000000003,1.8000000000000003,2,2,-0.000381896,-0.00121267,0.0211,,,,,,,,,,,,,,,,,,,,,,999,26,NL,Pedro Peralta,808155,sa3022182,sa3022182
HOU,Astros,0.0306,0.0855,0.1289,0.3939,0,0,,1,5.018,1.1839,0.8347,0.78949,0.168778,0.4491,0.9249,0.0116,0.0474,7.10541,2.1088,4.0419,8.3241,0.485566,1.519,0.0894978,0.184316,-0.09481865167617798,0.409002,0.292632,0.296142,0.680423,7.34795,1.8000000000000003,1.8000000000000003,2,2,-0.000381896,-0.00121267,0.0197,,,,,,,,,,,,,,,,,,,,,,999,21,AL,Luis Reyes,829401,sa3068092,sa3068092
SFG,Giants,0.0297,0.0848,0.1186,0.4426,0,0,,1,5.02,1.2104,0.853,0.80581,0.167889,0.4262,0.9115,0.0132,0.0494,7.25229,2.1219,3.8358,8.2035,0.467581,1.511,0.0849004,0.181574,-0.09667330235242844,0.442995,0.298194,0.300868,0.672495,7.34799,1.8000000000000003,1.8000000000000003,2,2,-0.000381896,-0.00121267,0.0163,,,,,,,,,,,,,,,,,,,,,,999,30,NL,Kendry Castro,821662,sa3024263,sa3024263
,,0.0297,0.0843,0.1144,0.4624,0,0,,1,4.971,1.1983,0.8565,0.81353,0.192222,0.4781,0.8404,0.0136,0.0538,7.32177,2.0387,4.3029,7.5636,0.568896,1.73,0.0961778,0.169061,-0.07288271188735962,0.382,0.293932,0.295343,0.668065,7.36042,1.8000000000000003,1.8000000000000003,2,2,-0.000381896,-0.00121267,0.0146,,,,,,,,,,,,,,,,,,,,,,999,-1,,Leonardo Rondon,821678,sa3024582,sa3024582
HOU,Astros,0.0284,0.0885,0.1349,0.3659,0,0,,1,5.013,1.1958,0.8578,0.81237,0.177667,0.4722,0.9024,0.0107,0.0525,7.31133,2.0982,4.2498,8.1216,0.523271,1.599,0.0941951,0.180012,-0.0858168825507164,0.416002,0.29467,0.298728,0.67068,7.3651,1.8000000000000003,1.8000000000000003,2,2,-0.000381896,-0.00121267,0.0173,,,,,,,,,,,,,,,,,,,,,,999,21,AL,Miguel Movilio,824430,sa3024998,sa3024998
CHC,Cubs,0.0282,0.091,0.1504,0.2934,0,0,,1,4.941,1.2227,0.8584,0.81383,0.191556,0.4129,0.8036,0.0083,0.052,7.32447,2.0263,3.7161,7.2324,0.513813,1.724,0.0835661,0.162639,-0.07907306402921677,0.405347,0.299285,0.296225,0.664288,7.36636,1.8000000000000003,1.8000000000000003,2,2,-0.000381896,-0.00121267,0.0186,,,,,,,,,,,,,,,,,,,,,,999,17,NL,Darian Rivero,815855,sa3024528,sa3024528
ARI,Diamondbacks,0.0263,0.094,0.1588,0.2538,0,0,,1,4.956,1.2512,0.866,0.82096,0.191556,0.3709,0.7892,0.0071,0.0475,7.38864,2.0404,3.3381,7.1028,0.46997,1.724,0.0748386,0.159241,-0.08440274745225906,0.411004,0.303741,0.297917,0.662671,7.39366,1.8000000000000003,1.8000000000000003,2,2,-0.000381896,-0.00121267,0.0186,,,,,,,,,,,,,,,,,,,,,,999,15,NL,Jose Puello,829131,sa3068470,sa3068470
PHI,Phillies,0.0291,0.0893,0.1461,0.3131,0,0,,1,4.94,1.1904,0.8546,0.81104,0.199444,0.484,0.8297,0.0089,0.0516,7.29936,2.0201,4.356,7.4673,0.583343,1.795,0.0979757,0.167955,-0.06997974961996078,0.393274,0.293296,0.293594,0.66949,7.40381,1.8000000000000003,1.8000000000000003,2,2,-0.000381896,-0.00121267,0.0186,,,,,,,,,,,,,,,,,,,,,,999,26,NL,Alexander De Los Santos,808167,sa3023083,sa3023083
NYM,Mets,0.0292,0.0852,0.117,0.45,0,0,,1,5.027,1.1894,0.8618,0.81682,0.178556,0.4853,0.9229,0.0134,0.0516,7.35138,2.1123,4.3677,8.3061,0.525842,1.607,0.0965387,0.183589,-0.0870499312877655,0.409004,0.293498,0.298303,0.671474,7.40926,1.8000000000000003,1.8000000000000003,2,2,-0.000381896,-0.00121267,0.0147,,,,,,,,,,,,,,,,,,,,,,999,25,NL,Alvaro Carrillo,828592,sa3025127,sa3025127
CIN,Reds,0.026,0.0946,0.1611,0.2431,0,0,,1,4.988,1.2061,0.8665,0.82254,0.190556,0.4636,0.8625,0.0068,0.0471,7.40286,2.0686,4.1724,7.7625,0.537507,1.715,0.0929431,0.172915,-0.07997193187475204,0.394013,0.295729,0.296575,0.667158,7.41396,1.8000000000000003,1.8000000000000003,2,2,-0.000381896,-0.00121267,0.0183,,,,,,,,,,,,,,,,,,,,,,999,18,NL,Manuel Marchan,820963,sa3024869,sa3024869
NYM,Mets,0.0287,0.0862,0.1211,0.4311,0,0,,1,5.031,1.1873,0.8636,0.81875,0.179333,0.4903,0.9224,0.0128,0.0571,7.36875,2.1097,4.4127,8.3016,0.531548,1.614,0.0974558,0.183343,-0.08588749170303345,0.406991,0.293052,0.29805,0.670439,7.42437,1.8000000000000003,1.8000000000000003,2,2,-0.000381896,-0.00121267,0.0147,,,,,,,,,,,,,,,,,,,,,,999,25,NL,Leyvi Rodriguez,821133,sa3024563,sa3024563
LAD,Dodgers,0.0266,0.0931,0.1535,0.2785,0,0,,1,4.971,1.2145,0.8669,0.82361,0.196778,0.4471,0.8278,0.0079,0.0493,7.41249,2.0423,4.0239,7.4502,0.540106,1.771,0.0899417,0.166526,-0.07658418267965317,0.383991,0.296661,0.29499,0.665266,7.43035,1.8000000000000003,1.8000000000000003,2,2,-0.000381896,-0.00121267,0.0176,,,,,,,,,,,,,,,,,,,,,,999,22,NL,Gregg Ferrera,828305,sa3025038,sa3025038
SDP,Padres,0.0265,0.0921,0.1461,0.3131,0,0,,1,4.977,1.2329,0.8741,0.83062,0.197111,0.4267,0.8131,0.009,0.054,7.47558,2.046,3.8403,7.3179,0.524782,1.774,0.0857344,0.163372,-0.07763712853193283,0.387999,0.299983,0.297121,0.662074,7.44548,1.8000000000000003,1.8000000000000003,2,2,-0.000381896,-0.00121267,0.016,,,,,,,,,,,,,,,,,,,,,,999,29,NL,Wilfred Paca,831916,sa3068148,sa3068148
CIN,Reds,0.0261,0.0937,0.1547,0.2727,0,0,,1,4.93,1.2054,0.8643,0.8215,0.217333,0.5207,0.7892,0.0076,0.0532,7.3935,1.9946,4.6863,7.1028,0.659782,1.956,0.105619,0.160081,-0.0544624850153923,0.387526,0.294892,0.294983,0.668685,7.44627,3.8000000000000003,3.8000000000000003,4,4,-0.000381896,-0.00121267,0.0175,,,,,,,,,,,,,,,,,,,,,,999,18,NL,Luis Morellis,807260,sa3021489,sa3021489
,,0.0281,0.0884,0.1316,0.3816,0,0,,1,5.045,1.1876,0.8636,0.81768,0.173556,0.4735,0.9443,0.0112,0.0577,7.35912,2.1319,4.2615,8.4987,0.50143,1.562,0.0938553,0.187175,-0.09332011640071869,0.422987,0.293742,0.298605,0.671441,7.45036,1.8000000000000003,1.8000000000000003,2,2,-0.000381896,-0.00121267,0.0159,,,,,,,,,,,,,,,,,,,,,,999,-1,,Yeferson Gonzalez,823885,sa3024790,sa3024790
CIN,Reds,0.0254,0.0954,0.1623,0.2373,0,0,,1,4.996,1.2187,0.8721,0.82761,0.19,0.4365,0.8538,0.0065,0.0543,7.44849,2.0725,3.9285,7.6842,0.511244,1.71,0.0873699,0.170897,-0.08352681994438171,0.400995,0.298124,0.297192,0.664489,7.45644,1.8000000000000003,1.8000000000000003,2,2,-0.000381896,-0.00121267,0.0176,,,,,,,,,,,,,,,,,,,,,,999,18,NL,Oniel Diaz,821117,sa3024089,sa3024089
,,0.0265,0.0922,0.1461,0.3131,0,0,,1,4.992,1.2266,0.8744,0.83032,0.192889,0.4323,0.84,0.009,0.0529,7.47288,2.0666,3.8907,7.56,0.514643,1.736,0.0865986,0.168269,-0.08167066425085068,0.395007,0.299236,0.297564,0.663603,7.45679,1.8000000000000003,1.8000000000000003,2,2,-0.000381896,-0.00121267,0.016,,,,,,,,,,,,,,,,,,,,,,999,-1,,Freilyn Silverio,800350,sa3019271,sa3019271
ATH,Athletics,0.0291,0.0849,0.1132,0.4682,0,0,,1,5.018,1.2051,0.8667,0.82201,0.183667,0.451,0.8894,0.0139,0.0566,7.39809,2.0945,4.059,8.0046,0.507083,1.653,0.0898764,0.177242,-0.08736547827720642,0.405012,0.295948,0.297159,0.668239,7.4588,1.8000000000000003,1.8000000000000003,2,2,-0.000381896,-0.00121267,0.0135,,,,,,,,,,,,,,,,,,,,,,999,10,AL,Yohandri Contreras,820983,sa3024545,sa3024545
,,0.0257,0.0948,0.1595,0.2505,0,0,,1,4.966,1.2233,0.8723,0.82936,0.201556,0.4294,0.8076,0.0069,0.0538,7.46424,2.0309,3.8646,7.2684,0.531699,1.814,0.086468,0.162626,-0.07615788280963898,0.378981,0.298031,0.294142,0.662541,7.48076,1.8000000000000003,1.8000000000000003,2,2,-0.000381896,-0.00121267,0.0172,,,,,,,,,,,,,,,,,,,,,,999,-1,,Anferni Gonzalez,821051,sa3024553,sa3024553
